epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,13043.9,1.06132,0.70189,1.51321,0.98544,0.97525,0.99296,0.79815,0.80892,0.51478,1.29032,0.000812,0.000812,0.000812
182,13114.5,1.01016,0.65333,1.51883,0.99274,0.98515,0.9938,0.79639,0.80309,0.50843,1.31598,0.0008054,0.0008054,0.0008054
183,13185.5,1.02355,0.67022,1.50719,0.99794,0.98515,0.99373,0.81242,0.7309,0.49733,1.24654,0.0007988,0.0007988,0.0007988
184,13255.8,0.971,0.67398,1.46332,0.99923,0.98515,0.99377,0.80878,0.77237,0.47179,1.28094,0.0007922,0.0007922,0.0007922
185,13327,1.03832,0.67108,1.51911,0.99753,0.98515,0.99344,0.80455,0.79302,0.48381,1.27873,0.0007856,0.0007856,0.0007856
186,13397.8,1.04292,0.70606,1.50332,1,0.98335,0.99426,0.80871,0.74522,0.46651,1.24653,0.000779,0.000779,0.000779
187,13472.8,1.00276,0.66104,1.47732,0.99413,0.98515,0.99457,0.80243,0.78054,0.4795,1.28328,0.0007724,0.0007724,0.0007724
188,13544,0.96824,0.6756,1.4706,0.99004,0.98465,0.99412,0.79711,0.76681,0.48799,1.26254,0.0007658,0.0007658,0.0007658
189,13615.4,1.03648,0.67212,1.49622,0.98013,0.97654,0.99249,0.79127,0.76882,0.51097,1.25781,0.0007592,0.0007592,0.0007592
190,13686.3,0.99753,0.65584,1.48406,0.9973,0.9703,0.9937,0.81349,0.74869,0.4857,1.25301,0.0007526,0.0007526,0.0007526
191,13757,1.01045,0.68065,1.49141,0.9949,0.98515,0.99462,0.81843,0.74233,0.46899,1.2316,0.000746,0.000746,0.000746
192,13827.8,1.04762,0.69497,1.57238,0.99891,0.98515,0.99462,0.80858,0.74408,0.46234,1.22538,0.0007394,0.0007394,0.0007394
193,13898.4,0.94813,0.65391,1.4756,0.9989,0.98515,0.99448,0.82123,0.7448,0.46373,1.25817,0.0007328,0.0007328,0.0007328
194,13969.4,0.96361,0.68924,1.4913,0.99003,0.98325,0.99371,0.81572,0.74141,0.48245,1.24841,0.0007262,0.0007262,0.0007262
195,14039.9,0.95145,0.65698,1.46843,0.98999,0.97874,0.99391,0.81254,0.74227,0.47203,1.24797,0.0007196,0.0007196,0.0007196
196,14110.1,1.00588,0.66704,1.50184,0.9939,0.98515,0.99412,0.83138,0.70601,0.45966,1.21465,0.000713,0.000713,0.000713
197,14181,1.00694,0.66719,1.50383,0.99395,0.98515,0.99425,0.80806,0.7386,0.4864,1.2271,0.0007064,0.0007064,0.0007064
198,14251,0.93316,0.65531,1.43772,0.99436,0.98515,0.99426,0.82963,0.70694,0.46375,1.22593,0.0006998,0.0006998,0.0006998
199,14322,0.98444,0.69213,1.47487,0.99374,0.98515,0.99434,0.82447,0.70792,0.45469,1.20933,0.0006932,0.0006932,0.0006932
200,14392.6,0.97806,0.6835,1.44948,0.9924,0.98515,0.99416,0.82874,0.70565,0.46387,1.2171,0.0006866,0.0006866,0.0006866
201,14463.8,1.03868,0.71243,1.54098,0.99852,0.98515,0.99448,0.83067,0.70572,0.45217,1.23268,0.00068,0.00068,0.00068
202,14534.4,0.93952,0.65675,1.46028,0.99384,0.98515,0.99417,0.82049,0.73668,0.45532,1.23304,0.0006734,0.0006734,0.0006734
203,14605.3,1.00804,0.69929,1.52036,0.99972,0.98515,0.99452,0.82633,0.72584,0.45175,1.25202,0.0006668,0.0006668,0.0006668
204,14676.4,0.9805,0.66566,1.49984,0.9964,0.98515,0.99457,0.81969,0.73599,0.46573,1.25672,0.0006602,0.0006602,0.0006602
205,14747.2,0.97552,0.65803,1.48476,0.9967,0.98515,0.99443,0.80603,0.74604,0.47989,1.22667,0.0006536,0.0006536,0.0006536
206,14818.4,0.99951,0.64824,1.47663,0.99874,0.98515,0.99443,0.82822,0.71285,0.44766,1.22485,0.000647,0.000647,0.000647
207,14889.7,0.98154,0.65024,1.51282,0.99577,0.98515,0.99435,0.8254,0.73782,0.44905,1.259,0.0006404,0.0006404,0.0006404
208,14960.8,0.90434,0.6089,1.40135,0.99633,0.98515,0.99452,0.83022,0.68668,0.44539,1.19924,0.0006338,0.0006338,0.0006338
209,15031.4,0.93964,0.63064,1.43774,0.99783,0.98515,0.99485,0.8289,0.66283,0.44029,1.18426,0.0006272,0.0006272,0.0006272
210,15107.1,0.95349,0.6839,1.47704,0.9985,0.98515,0.9948,0.83678,0.67949,0.44236,1.21006,0.0006206,0.0006206,0.0006206
211,15179.5,0.91206,0.6529,1.44005,0.99908,0.98515,0.99485,0.85599,0.64305,0.41213,1.16398,0.000614,0.000614,0.000614
212,15250.8,0.92842,0.64368,1.42902,0.99903,0.9802,0.99476,0.84107,0.66348,0.42007,1.18133,0.0006074,0.0006074,0.0006074
213,15322.3,0.95449,0.63103,1.47602,0.99979,0.9802,0.99377,0.8335,0.68812,0.4384,1.20719,0.0006008,0.0006008,0.0006008
214,15394.7,0.921,0.61313,1.43396,0.99438,0.98515,0.99476,0.83297,0.67813,0.44985,1.17658,0.0005942,0.0005942,0.0005942
215,15465.8,0.93,0.65251,1.44041,0.99703,0.9802,0.9948,0.83497,0.67266,0.43719,1.1803,0.0005876,0.0005876,0.0005876
216,15536.9,0.91159,0.60008,1.40022,0.99752,0.98515,0.9949,0.84345,0.658,0.4167,1.17132,0.000581,0.000581,0.000581
217,15607.9,0.94601,0.67995,1.44018,0.99373,0.98515,0.99485,0.85547,0.62942,0.42543,1.14142,0.0005744,0.0005744,0.0005744
218,15678.5,0.95059,0.66305,1.44093,0.99604,0.98515,0.9948,0.85233,0.6186,0.41646,1.14546,0.0005678,0.0005678,0.0005678
219,15749.3,0.89825,0.65317,1.40362,0.99415,0.98515,0.9948,0.85012,0.61895,0.41363,1.13624,0.0005612,0.0005612,0.0005612
220,15820.2,0.92283,0.62074,1.41299,0.995,0.98467,0.9947,0.85539,0.61924,0.41547,1.13364,0.0005546,0.0005546,0.0005546
221,15890.9,0.93155,0.62228,1.43674,0.99004,0.98419,0.99461,0.8559,0.62857,0.42137,1.1499,0.000548,0.000548,0.000548
222,15962,0.91277,0.62939,1.43037,0.9933,0.98515,0.99438,0.84379,0.65925,0.4262,1.15402,0.0005414,0.0005414,0.0005414
223,16032.5,0.92259,0.62919,1.41273,0.99358,0.98515,0.99418,0.85151,0.62215,0.41729,1.14352,0.0005348,0.0005348,0.0005348
224,16103.9,0.88416,0.58675,1.37991,0.99405,0.9802,0.99476,0.84388,0.64417,0.42637,1.15954,0.0005282,0.0005282,0.0005282
225,16175.1,0.93044,0.63298,1.40427,0.98978,0.9802,0.99442,0.84376,0.63243,0.43744,1.13736,0.0005216,0.0005216,0.0005216
226,16246.3,0.89572,0.62029,1.39761,0.98987,0.9802,0.99422,0.84989,0.61052,0.42471,1.12797,0.000515,0.000515,0.000515
227,16317.4,0.91676,0.62139,1.4219,1,0.98502,0.99462,0.85693,0.61872,0.41043,1.14586,0.0005084,0.0005084,0.0005084
228,16388.4,0.87736,0.61684,1.4057,0.99896,0.98515,0.99471,0.86317,0.60523,0.40834,1.13126,0.0005018,0.0005018,0.0005018
229,16459.4,0.85178,0.59083,1.36829,0.99892,0.98515,0.99457,0.86694,0.59326,0.40688,1.12691,0.0004952,0.0004952,0.0004952
230,16530.6,0.86207,0.58025,1.37313,0.99861,0.9802,0.99401,0.85762,0.60917,0.425,1.12916,0.0004886,0.0004886,0.0004886
231,16601.5,0.88997,0.62022,1.37985,0.99776,0.9802,0.99344,0.85762,0.60958,0.42224,1.12149,0.000482,0.000482,0.000482
232,16673.1,0.87261,0.61526,1.36222,0.99818,0.9802,0.99358,0.86371,0.59017,0.40643,1.11858,0.0004754,0.0004754,0.0004754
233,16748.9,0.8603,0.58538,1.34231,0.99862,0.9802,0.99439,0.86068,0.6017,0.40514,1.1327,0.0004688,0.0004688,0.0004688
234,16820.2,0.87325,0.60414,1.36901,0.99838,0.98515,0.99457,0.84879,0.62302,0.41196,1.14473,0.0004622,0.0004622,0.0004622
235,16892.1,0.89316,0.61778,1.38747,0.9939,0.98515,0.99452,0.85267,0.60126,0.40687,1.11201,0.0004556,0.0004556,0.0004556
236,16964.2,0.88959,0.58873,1.39377,0.99859,0.98515,0.99466,0.86637,0.56434,0.40111,1.08653,0.000449,0.000449,0.000449
237,17037.1,0.86918,0.60856,1.3579,0.9989,0.98515,0.99462,0.86493,0.57243,0.41175,1.09633,0.0004424,0.0004424,0.0004424
238,17109.3,0.85466,0.6099,1.37841,0.99956,0.98515,0.99485,0.87403,0.57094,0.394,1.08163,0.0004358,0.0004358,0.0004358
239,17181,0.87502,0.5824,1.37403,0.99924,0.98515,0.9949,0.87557,0.5469,0.38016,1.07753,0.0004292,0.0004292,0.0004292
240,17252.1,0.82387,0.58238,1.35139,0.99959,0.98515,0.99485,0.86656,0.57152,0.38845,1.09257,0.0004226,0.0004226,0.0004226
241,17323.8,0.84069,0.5999,1.33726,0.99861,0.98515,0.9949,0.86405,0.57998,0.39564,1.08919,0.000416,0.000416,0.000416
242,17394.8,0.85829,0.56923,1.34056,0.99571,0.98515,0.99485,0.86442,0.57789,0.39864,1.08937,0.0004094,0.0004094,0.0004094
243,17466.7,0.7893,0.51941,1.29913,0.99914,0.98515,0.99471,0.87916,0.54917,0.40036,1.07445,0.0004028,0.0004028,0.0004028
244,17538.4,0.83206,0.57136,1.36317,0.99839,0.9802,0.99435,0.86784,0.577,0.39447,1.09369,0.0003962,0.0003962,0.0003962
245,17610.2,0.83012,0.5477,1.33758,0.99836,0.9802,0.99457,0.86839,0.58148,0.38583,1.10003,0.0003896,0.0003896,0.0003896
246,17682.1,0.88178,0.58422,1.37208,1,0.98425,0.9948,0.87937,0.55099,0.37781,1.08637,0.000383,0.000383,0.000383
247,17753,0.84775,0.57387,1.34881,0.99927,0.98515,0.99495,0.87314,0.56565,0.37917,1.09039,0.0003764,0.0003764,0.0003764
248,17824,0.84591,0.57649,1.35102,1,0.98944,0.995,0.86632,0.57348,0.37923,1.08698,0.0003698,0.0003698,0.0003698
249,17895.1,0.8204,0.58248,1.31118,0.99913,0.98515,0.9949,0.87574,0.55351,0.37018,1.07642,0.0003632,0.0003632,0.0003632
250,17965.9,0.87119,0.5943,1.35392,0.99899,0.98515,0.9948,0.87274,0.56435,0.3832,1.08517,0.0003566,0.0003566,0.0003566
251,18037,0.86397,0.61123,1.36933,0.99834,0.98515,0.9948,0.87257,0.56747,0.38624,1.0803,0.00035,0.00035,0.00035
252,18107.7,0.86071,0.59743,1.40017,0.99892,0.98515,0.9949,0.86719,0.57407,0.38202,1.08578,0.0003434,0.0003434,0.0003434
253,18178.3,0.8437,0.57443,1.3649,0.99943,0.98515,0.9949,0.87294,0.54886,0.37127,1.08106,0.0003368,0.0003368,0.0003368
254,18253.8,0.80629,0.56749,1.33315,0.99944,0.98515,0.9949,0.87358,0.53922,0.36751,1.07754,0.0003302,0.0003302,0.0003302
255,18325.5,0.88047,0.61665,1.35605,0.99957,0.98515,0.99495,0.87316,0.54393,0.36887,1.07428,0.0003236,0.0003236,0.0003236
256,18396.7,0.81375,0.56711,1.34977,1,0.98962,0.995,0.87748,0.53817,0.36841,1.07488,0.000317,0.000317,0.000317
257,18467.8,0.78023,0.54938,1.30828,0.99929,0.98515,0.99485,0.87621,0.53389,0.37545,1.06885,0.0003104,0.0003104,0.0003104
258,18539.2,0.79975,0.54908,1.33609,0.99916,0.98515,0.99485,0.8722,0.53793,0.38753,1.07348,0.0003038,0.0003038,0.0003038
259,18611.5,0.84595,0.57935,1.34826,1,0.98956,0.995,0.88221,0.5225,0.36664,1.06154,0.0002972,0.0002972,0.0002972
260,18682.4,0.81081,0.52847,1.29664,1,0.98978,0.995,0.88358,0.52402,0.36157,1.06118,0.0002906,0.0002906,0.0002906
261,18753.8,0.84045,0.57689,1.34228,1,0.9897,0.995,0.88361,0.53112,0.36899,1.05877,0.000284,0.000284,0.000284
262,18824.3,0.81768,0.57933,1.35106,1,0.98948,0.995,0.87846,0.55351,0.36932,1.06846,0.0002774,0.0002774,0.0002774
263,18894.9,0.8497,0.55744,1.37022,1,0.98996,0.995,0.88379,0.52054,0.36247,1.05745,0.0002708,0.0002708,0.0002708
264,18965.5,0.83586,0.54877,1.34155,1,0.98985,0.995,0.88056,0.53676,0.36427,1.06909,0.0002642,0.0002642,0.0002642
265,19036.5,0.83621,0.54814,1.34003,1,0.98926,0.995,0.87776,0.53991,0.3628,1.05929,0.0002576,0.0002576,0.0002576
266,19107,0.81194,0.55546,1.32184,0.99942,0.98515,0.99495,0.87552,0.55322,0.36567,1.07255,0.000251,0.000251,0.000251
267,19178.4,0.822,0.53737,1.335,0.99945,0.98515,0.99495,0.88687,0.51292,0.36006,1.04893,0.0002444,0.0002444,0.0002444
268,19249.7,0.83302,0.558,1.35036,1,0.9896,0.995,0.88899,0.50576,0.35357,1.04171,0.0002378,0.0002378,0.0002378
269,19320.3,0.83957,0.54361,1.33471,1,0.98938,0.995,0.8924,0.5052,0.3473,1.03983,0.0002312,0.0002312,0.0002312
270,19395.3,0.83343,0.56972,1.33967,1,0.98955,0.995,0.88686,0.50515,0.3435,1.0416,0.0002246,0.0002246,0.0002246
271,19466.6,0.76332,0.51403,1.30765,1,0.98964,0.995,0.88952,0.50353,0.3466,1.03896,0.000218,0.000218,0.000218
272,19537.1,0.78303,0.52669,1.28933,1,0.98985,0.995,0.89559,0.48956,0.3486,1.03155,0.0002114,0.0002114,0.0002114
273,19607.8,0.78725,0.53078,1.31352,1,0.98929,0.995,0.89781,0.48787,0.34571,1.03672,0.0002048,0.0002048,0.0002048
274,19678.5,0.81731,0.55837,1.32552,1,0.98927,0.995,0.89364,0.4944,0.34971,1.03531,0.0001982,0.0001982,0.0001982
275,19749.5,0.77731,0.52789,1.28093,1,0.98917,0.995,0.88676,0.50992,0.35144,1.03587,0.0001916,0.0001916,0.0001916
276,19820.2,0.77581,0.54559,1.27931,1,0.98965,0.995,0.88747,0.50952,0.35326,1.03736,0.000185,0.000185,0.000185
277,19891.1,0.78995,0.55418,1.3227,0.99505,0.99504,0.995,0.88994,0.51097,0.35192,1.03956,0.0001784,0.0001784,0.0001784
278,19961.7,0.80007,0.57685,1.31673,1,0.98961,0.995,0.89508,0.49963,0.35056,1.02654,0.0001718,0.0001718,0.0001718
279,20032.2,0.77802,0.5429,1.32099,1,0.99313,0.995,0.88992,0.50315,0.35055,1.02801,0.0001652,0.0001652,0.0001652
280,20102.6,0.78347,0.53847,1.30357,1,0.98921,0.995,0.89527,0.49516,0.34654,1.02726,0.0001586,0.0001586,0.0001586
281,20173.3,0.77093,0.52228,1.29336,0.99504,0.99376,0.995,0.89291,0.49066,0.34984,1.02736,0.000152,0.000152,0.000152
282,20244.4,0.73291,0.51341,1.23327,1,0.98973,0.995,0.89827,0.48487,0.34816,1.01852,0.0001454,0.0001454,0.0001454
283,20315.1,0.82281,0.59227,1.31973,1,0.9899,0.995,0.88893,0.51036,0.35252,1.02739,0.0001388,0.0001388,0.0001388
284,20385.9,0.80309,0.58397,1.31922,1,0.99,0.995,0.89382,0.49531,0.35068,1.02082,0.0001322,0.0001322,0.0001322
285,20456.9,0.79197,0.54006,1.32715,0.99502,0.98995,0.99495,0.89891,0.48613,0.34472,1.01684,0.0001256,0.0001256,0.0001256
286,20532,0.83012,0.5701,1.36148,1,0.98927,0.995,0.90167,0.48022,0.3441,1.01449,0.000119,0.000119,0.000119
287,20603.1,0.75895,0.51982,1.27982,1,0.98942,0.995,0.90291,0.47397,0.34242,1.01174,0.0001124,0.0001124,0.0001124
288,20674.1,0.76552,0.52378,1.27231,1,0.9896,0.995,0.89968,0.46996,0.34159,1.01209,0.0001058,0.0001058,0.0001058
289,20745.7,0.79512,0.56034,1.27735,0.99901,0.98515,0.99495,0.89766,0.46541,0.34094,1.00921,9.92e-05,9.92e-05,9.92e-05
290,20817.2,0.75316,0.52794,1.28767,0.99919,0.98515,0.99495,0.89777,0.46262,0.34081,1.00728,9.26e-05,9.26e-05,9.26e-05
291,20888.5,0.6053,0.42588,1.10303,1,0.98426,0.9949,0.89698,0.4833,0.34822,1.01068,8.6e-05,8.6e-05,8.6e-05
292,20958.7,0.61629,0.43957,1.10744,1,0.98435,0.99495,0.89715,0.48986,0.35093,1.01598,7.94e-05,7.94e-05,7.94e-05
293,21028.3,0.60261,0.41108,1.11929,1,0.9842,0.99495,0.89397,0.49817,0.35471,1.02153,7.28e-05,7.28e-05,7.28e-05
294,21098.5,0.6048,0.40015,1.11676,0.99504,0.99264,0.99495,0.89768,0.49736,0.35196,1.02162,6.62e-05,6.62e-05,6.62e-05
295,21168.9,0.59055,0.39756,1.09382,1,0.98427,0.99495,0.90025,0.48714,0.34708,1.01344,5.96e-05,5.96e-05,5.96e-05
296,21238.8,0.62606,0.40978,1.13301,0.99504,0.99274,0.99495,0.89884,0.4857,0.34415,1.0106,5.3e-05,5.3e-05,5.3e-05
297,21309.5,0.60289,0.4008,1.10879,0.9946,0.99505,0.99495,0.89857,0.48242,0.34165,1.00834,4.64e-05,4.64e-05,4.64e-05
298,21379.8,0.60041,0.3905,1.10208,0.99504,0.99241,0.99495,0.90044,0.47902,0.34137,1.00607,3.98e-05,3.98e-05,3.98e-05
299,21450.1,0.57484,0.39036,1.08785,0.99504,0.99299,0.99495,0.90364,0.47194,0.3383,1.00203,3.32e-05,3.32e-05,3.32e-05
300,21520.2,0.57388,0.38374,1.09153,1,0.98476,0.99495,0.90418,0.47078,0.33675,1.00096,2.66e-05,2.66e-05,2.66e-05
